EmpID,BiasInfluentialFactor,FitmentPercent
10025,,1.52E-07
14861,,0.635663232
9580,,0.709681771
14427,,0.457247863
20740,,0.618692151
18768,,0.556469018
20259,,0.709310338
18190,,0.596859795
11050,,0.435492549
21005,,0.811383743
17701,,0.598831935
10792,,0.629965772
2785,,0.236187733
15529,,0.795838049
21480,,0.630136265
6154,,0.583795335
5826,,0.775999598
11819,,0.746567853
21236,,0.786209524
8350,,0.242093015
15823,,0.823530449
9144,,0.830359813
13558,,0.766163324
16434,,0.786976881
21895,,0.266471975
22161,,0.26416281
12676,,0.27431499
8441,,0.240869845
19130,,0.412850579
23954,,7.59E-08
23367,,0.83202681
20027,,0.281896795
3999,,0.257643243
22447,,0.600928631
11876,,0.583378126
15118,,0.408979534
11302,,0.728553395
13884,,0.462940384
22852,,0.685461326
3287,,0.77002833
5784,,0.599445187
24277,,0.79749433
13926,,0.844856594
2852,,0.596899905
5124,,0.265069948
22611,,0.243358153
14877,,0.566029671
20937,,1.59E-07
16154,,0.678490403
20388,,0.583222655
22392,,0.760915259
4555,,8.08E-08
17815,,1.99E-07
20186,,0.786072755
23435,,0.801772674
16770,,0.628338597
8341,,0.259950665
13552,,0.808293875
3915,,0.806766458
23201,,0.782667102
7425,,0.780866806
4966,,0.325021418
2772,,0.801419472
22279,,0.624373448
15389,,2.05E-08
10680,,0.234092049
7030,,0.640617303
10250,,0.428141728
19636,,0.414982683
15436,,0.724474087
8730,,0.796763173
21298,,0.746887588
8517,,0.214196026
10527,,0.420375698
21230,,0.475393525
18809,,0.624575469
3934,,0.587428198
10115,,0.615498644
19773,,0.576733309
16014,,0.749545723
7312,,0.775946409
14091,,0.702154647
8717,,0.245707693
8953,,0.767293227
17773,,0.605252657
2872,,0.646241965
21162,,0.817606368
15809,,0.271397485
11754,,0.66538827
9338,,0.443666272
11212,,0.806962646
5007,,0.299939361
5601,,9.21E-08
17520,,0.646717461
20883,,0.240562604
3944,,0.766570268
6887,,0.754981457
20677,,0.450104475
20521,,0.73233359
12514,,0.829264297
23706,,0.839635083
13513,,0.55468453
18729,,0.669053805
22103,,0.833828547
15153,,0.751863106
10525,,0.82036834
8397,,0.606873458
11678,,2.04E-08
8262,,0.642979516
17024,,0.257571231
11735,,0.803137775
8527,,0.446447283
9452,,0.220585316
23975,,0.758112394
15880,,0.639042662
9497,,0.620969311
22405,,0.660563876
17448,,0.247351623
19791,,0.772242165
4062,,0.411191314
8915,,0.749516965
14298,,0.592103543
12434,,0.727866828
12028,,0.807193891
17305,,0.778217699
9426,,0.397351327
10131,,0.659436574
9652,,0.826036171
14477,,0.303494099
2091,,0.834193691
3821,,0.59126456
12396,,0.274323122
14241,,0.375049953
23742,,0.605643687
19466,,7.82E-08
5883,,0.668403792
24132,,0.440585463
16250,,0.763875687
16401,,0.238126971
4824,,0.613135705
10957,,0.797471145
11750,,0.712869755
13935,,0.692721395
16029,,0.803496984
9295,,0.605755549
21345,,0.220260014
22123,,0.678269207
19872,,0.687520983
17118,,0.575370973
17121,,0.595918116
6966,,0.447376122
24062,,0.743034418
9238,,0.419822851
6590,,0.634826841
4352,,0.258364588
8562,,0.390981488
9557,,0.811957379
7737,,0.652270299
11090,,7.73E-08
2898,,6.97E-08
12094,,0.661032945
10557,,0.81124395
19360,,0.695196547
12173,,0.446434459
18496,,0.763773503
4044,,1.02E-07
8828,,0.815157936
5822,,0.773414805
4800,,7.49E-08
19690,,0.768013522
13470,,0.321425956
17247,,0.660303055
19126,,0.666651586
17279,,0.841155576
11804,,0.662012932
15672,,0.790015761
6921,,0.769647054
16364,,0.662403179
3186,,7.83E-08
20973,,1.76E-08
24245,,0.615897821
23278,,0.581968112
13294,,0.808449709
4768,,0.826322914
22217,,0.611957816
12584,,0.576660971
8578,,0.689435801
10623,,0.627179547
7326,,0.242859501
14092,,0.803310784
14482,,1.52E-08
22022,,0.667535715
23284,,0.775674015
23999,,0.366876312
10655,,0.621242278
24045,,0.726282612
4986,,0.692786593
22449,,0.774461194
10719,,0.623865945
14917,,0.685543629
18926,,0.567657374
5227,,0.624126864
22606,,0.416059648
5037,,1.84E-07
13962,,0.82724161
7418,,0.678918869
12572,,0.820578601
10207,,0.659129018
20347,,0.590207696
12982,,0.269905508
7210,,1.78E-08
19779,,0.763606853
16265,,0.761841036
23858,,0.568910627
19926,,0.807272332
9915,,0.634402132
14873,,0.634536305
23033,,2.05E-07
20379,,0.234686601
23862,,0.815827372
3961,,0.64151471
20156,,1.58E-07
2845,,0.231496839
21319,,0.630034702
23319,,0.668298299
11447,,0.666208622
23088,,0.297497601
13532,,0.76739848
22777,,0.827450728
3951,,0.429278979
19597,,0.281756004
21097,,0.763811359
7022,,0.660472735
4812,,1.60E-07
13103,,0.740983158
17395,,0.768850126
2363,,0.796693374
6311,,0.679564533
16964,,0.581916135
10553,,0.683044936
19740,,0.639567717
5133,,0.234980429
22171,,0.604965717
20617,,0.63039876
6662,,0.845759792
23903,,0.708331859
18027,,0.375986698
10298,,0.605899943
21972,,0.211256382
11690,,0.848971711
16309,,0.779163971
20202,,0.798770815
22074,,0.27740137
6309,,0.779596853
13662,,1.69E-08
4078,,0.64296409
15188,,0.401606551
15476,,3.35E-08
8200,,1.05E-07
19412,,0.751500805
14712,,0.64248886
3415,,1.76E-07
5453,,0.634513262
15238,,0.664939256
19323,,0.789848018
23188,,0.623725666
6591,,0.769967746
12101,,0.653279226
17146,,0.83642127
9146,,0.275579954
22775,,0.632520638
13751,,0.810663591
11226,,0.846633164
3850,,0.485616197
14997,,0.411160043
22434,,2.79E-08
5269,,0.689567837
13380,,0.779015329
22670,,0.773225312
15129,,0.668359391
6112,,0.24647898
19858,,0.625226151
3195,,0.653136965
15081,,0.260076774
12625,,0.245210447
2394,,1.58E-07
11722,,0.751990655
10487,,2.08E-08
6716,,0.217947075
21686,,0.827632311
23385,,0.829037384
20061,,0.241857756
13274,,0.581283011
6434,,0.801834954
11018,,0.709851007
7633,,7.74E-08
3647,,0.768717354
8764,,0.783466152
5462,,0.76236631
5482,,0.621466988
10636,,0.79763684
13206,,0.630410879
5099,,1.67E-07
10010,,0.791146694
6082,,0.765780039
13048,,0.622758034
19864,,0.835736228
11227,,0.389036868
4186,,0.632483511
4195,,0.327697839
15060,,0.812946712
11001,,0.30040019
2340,,0.320174378
22965,,0.635337455
5148,,0.580021121
13601,,0.797983833
9076,,0.768802745
20026,,0.655306983
16062,,0.774658714
16983,,0.785406923
4603,,0.428295298
23344,,0.316896006
8109,,0.197243698
14277,,0.640009023
12639,,0.786009875
24128,,0.815493393
15262,,0.616200229
11037,,0.608110324
8586,,4.49E-08
18481,,0.400272356
11232,,1.81E-07
12038,,0.754414225
5802,,0.417266088
8631,,1.63E-07
13476,,0.678585391
13947,,0.286778151
16601,,0.63475344
6751,,1.53E-08
16303,,0.621824898
12486,,0.317499527
19548,,0.326917997
6731,,0.817548956
5410,,0.77141679
7365,,0.825080389
14636,,0.282835938
15825,,0.361674247
18432,,0.75432724
8161,,0.604564856
9168,,0.65203246
5368,,0.654132694
16755,,0.701066199
14554,,0.754983216
2859,,0.83019479
11652,,0.818267244
2715,,0.712180345
17972,,2.02E-08
14439,,0.597636392
7135,,6.83E-08
9082,,0.794207492
6327,,0.277034499
20135,,0.585232826
9598,,0.718098092
9479,,0.298115656
8531,,1.87E-07
17576,,0.246120405
7868,,0.366679596
4704,,0.657650649
2227,,0.825274379
12599,,0.782434298
20120,,0.608515184
22992,,8.38E-08
11003,,2.78E-08
12372,,0.816284025
8545,,0.639087488
2197,,1.43E-08
20102,,0.749104738
19447,,0.619751818
12226,,0.669364472
22898,,0.445369522
21509,,0.76057072
19625,,0.714942943
9993,,0.694778325
12900,,0.778349396
11775,,0.667048208
21533,,0.578226687
6712,,0.313250207
2667,,0.807622229
11924,,0.633698023
12068,,0.819877309
6016,,0.671390292
21718,,1.47E-07
6832,,1.86E-08
9444,,0.781282364
21789,,0.280895038
12651,,0.608868475
5438,,0.699588712
17094,,0.467158142
2467,,0.254091235
3295,,0.683986197
2298,,0.616878006
9374,,0.44912396
8325,,0.776823613
20077,,0.260514211
9976,,0.486841976
20755,,0.799290785
8582,,0.59088655
17002,,0.331149773
14742,,0.77104798
6849,,0.387836745
23690,,0.775298985
2723,,0.415551645
23389,,0.815358919
4551,,0.82887375
24155,,0.626888462
17986,,0.278205043
3173,,0.597720974
4753,,0.783227467
6047,,0.587344385
12630,,0.665224475
8896,,0.806213436
17455,,0.56887171
10654,,0.214727473
20375,,0.298029459
16180,,0.593101609
24323,,1.77E-08
17430,,0.607343861
10603,,0.62460947
23431,,0.800555978
23339,,0.630678475
19068,,0.615624769
8797,,0.785335143
11220,,0.678064181
20244,,0.51831028
15150,,3.92E-08
2145,,0.782142679
2643,,0.780709809
19659,,0.382864823
22395,,0.242099352
16986,,0.27090282
2938,,0.304831303
23372,,0.686956252
7675,,0.498305283
12534,,0.628220478
22145,,0.672704965
22403,,0.756635071
8865,,0.764763586
16766,,7.90E-08
14573,,0.629162172
17938,,0.422703932
20913,,0.642710425
2707,,0.620401055
10035,,0.62745374
2342,,0.801032722
18984,,0.209687564
10572,,0.754774257
14851,,0.404563106
2644,,0.82278987
23598,,0.614221627
5695,,0.298236588
8049,,0.719270285
2907,,0.424878885
17672,,7.27E-08
23746,,0.80274146
18424,,0.273566665
20530,,0.809700169
14918,,0.804141748
9320,,0.47416554
3024,,0.63299475
8489,,1.83E-07
16070,,0.773235097
7289,,9.57E-08
7789,,0.826989552
12493,,0.454498199
10076,,0.242699506
22870,,0.448620905
18113,,0.60003034
14232,,0.779426036
18076,,0.760839685
19544,,0.825668502
2470,,0.651703299
12813,,3.52E-08
12270,,0.409242756
19184,,0.761897085
13584,,0.649512441
4339,,0.228830176
17914,,0.822284547
10917,,0.814356076
15879,,0.6255957
6427,,0.305259277
14040,,0.489195106
16305,,0.657895502
16513,,0.819134781
8960,,0.600242399
13799,,7.59E-08
5379,,0.492261344
20457,,0.820082463
18933,,0.554233672
19281,,1.69E-08
10128,,8.24E-08
18061,,0.849009701
2174,,0.233675196
18838,,0.635507909
6795,,0.67920343
3224,,1.89E-07
10831,,0.764758786
5177,,0.819173067
17845,,0.289540147
16084,,0.772201119
10823,,0.597522735
22135,,0.642896062
14894,,1.46E-07
6721,,0.238854494
23929,,0.829266361
4683,,0.768787296
21939,,0.785236792
4619,,0.27623266
4059,,0.66075581
4750,,0.308645645
16333,,1.62E-08
7631,,0.483443512
17571,,0.657272331
13223,,0.753092812
6116,,0.810077386
14670,,0.786249113
23632,,8.10E-08
14677,,0.657105917
19234,,0.613486566
5523,,0.805421931
11495,,0.231353967
23168,,1.73E-08
5302,,0.80145734
7925,,0.62231688
11796,,0.293382764
22722,,0.222790278
11147,,0.773397593
3271,,0.218762561
7532,,0.225753007
22718,,0.635042691
7002,,0.628732688
23799,,0.42704972
20117,,0.676211222
8931,,0.790069734
12655,,0.776127325
10456,,0.803474848
21352,,0.774048271
8532,,0.265961935
4890,,0.577874957
22035,,0.626436551
12366,,0.752142842
24342,,0.708590729
9218,,0.662730167
2918,,0.282003087
22751,,0.791216809
9299,,0.621011074
10116,,0.353746776
19046,,0.23183623
5724,,0.215068453
17626,,0.804517923
10874,,0.592557931
17574,,0.836649974
12772,,0.612792997
18545,,0.273413239
16172,,0.761827208
18997,,0.797728464
24142,,0.437763333
10818,,0.668517434
14909,,0.598276075
7996,,0.514108523
11575,,0.591102331
7740,,0.602369623
16074,,0.248742485
21831,,0.417570769
18339,,0.608516098
8211,,0.260686237
23062,,0.769793869
18654,,0.75071007
16230,,0.788897831
19747,,0.812105487
11439,,0.628151621
2888,,0.406216104
15800,,0.638513662
2676,,0.784010038
8530,,0.830524494
24046,,0.748025534
7119,,0.777467307
20691,,0.577711071
23702,,0.774993881
4334,,0.674634484
19630,,0.68099387
19977,,0.381370485
11601,,0.592832218
18181,,0.673742884
14495,,8.07E-08
5433,,0.622003669
2708,,0.638693662
19110,,0.703578392
8077,,0.44912396
6574,,0.426436888
12076,,0.608416553
3813,,0.576049784
7864,,0.835854705
15259,,0.605604397
19304,,0.618162775
12613,,0.783052344
6340,,4.52E-08
13726,,0.6716042
21799,,0.811502843
18946,,0.248969922
22904,,4.87E-08
12715,,1.70E-08
5464,,0.602422929
2885,,0.717853897
8175,,0.598074551
18310,,0.274514261
21078,,0.640293999
13869,,0.66827975
15964,,0.76240426
21048,,0.473974957
14638,,0.758323048
21982,,0.576067994
5750,,0.644708953
23484,,0.510865353
23656,,0.599909687
18479,,0.709860366
11695,,0.541042056
7842,,0.562592942
2092,,0.591102331
10587,,0.662742557
6208,,0.853344039
4927,,1.76E-08
17015,,0.219872638
6074,,7.51E-08
18384,,0.637324059
24181,,0.822042931
20806,,0.275037209
16059,,8.57E-08
6400,,0.368947696
3219,,0.848757235
17911,,1.52E-08
9737,,0.233742622
17547,,0.791683516
22355,,0.814989373
9500,,0.688760916
11509,,3.11E-08
13707,,0.818190814
4624,,0.769901065
21760,,0.805344078
10948,,0.772031535
23985,,0.747712123
10479,,0.763754442
19231,,0.42704972
5709,,0.67490588
13431,,0.820787185
22981,,0.663245018
6933,,0.790722151
14159,,0.508576282
16588,,0.60047598
11588,,0.665446837
12666,,0.764075606
4953,,0.628498327
11252,,0.783985496
8297,,0.746861003
10845,,0.77577922
8944,,0.765605638
23139,,0.65655615
19518,,0.608654564
12990,,0.415916107
14291,,0.64473238
14179,,3.58E-08
9680,,0.779596853
13664,,0.565582574
8516,,0.537883051
10647,,0.400141011
8171,,0.732425743
17394,,0.698201421
17058,,0.783789936
6873,,0.451369634
15125,,0.471707192
6127,,0.598618884
21042,,0.638693662
16063,,0.273909971
4621,,0.634250858
14416,,0.435208854
18397,,0.750825402
5120,,0.616331602
12551,,0.43454683
20025,,0.231620902
14404,,0.768067501
18728,,0.791364346
5771,,0.835482955
24313,,0.509943021
9022,,0.825280511
5716,,0.755907383
18757,,0.240884166
11829,,0.218629336
10398,,0.820736793
18508,,0.7666567
18302,,0.454944563
23412,,0.271014884
12476,,0.583706868
3485,,0.248893941
20115,,0.823003154
17304,,1.84E-08
3347,,0.497259323
13474,,0.407044863
19974,,0.711125991
18300,,0.627845644
23366,,1.01E-07
2109,,0.659482726
21959,,0.29011837
19383,,0.784081171
24267,,6.98E-08
21887,,0.778978998
12162,,0.666997554
12708,,0.456234793
21563,,0.831579111
16500,,8.07E-08
12807,,0.595925398
2592,,0.284058583
4148,,0.547982608
4464,,9.09E-08
12988,,0.69144895
20303,,0.570816682
11657,,0.599980807
12932,,0.448466373
21458,,0.299951427
16997,,0.667094019
2479,,0.615732869
17759,,0.774880565
3616,,3.94E-08
4222,,0.779311384
14001,,0.76799101
10286,,0.803166936
12965,,0.593638279
21357,,0.242300511
7914,,0.524364252
22661,,0.532946094
4374,,0.761531926
5881,,0.810703609
3602,,0.276185799
23102,,1.66E-07
6184,,0.644891239
24265,,0.323808345
19545,,0.415857333
18701,,0.696164428
23802,,0.60138934
22013,,0.25547503
5199,,7.13E-08
2043,,0.633137151
13098,,0.621196133
5770,,0.247198607
12040,,0.672770204
16754,,0.784715316
11831,,0.671864958
22645,,0.592181155
15966,,0.688939353
19457,,1.96E-07
20542,,8.69E-08
21023,,0.238827016
8310,,0.75534631
7341,,0.46000742
23986,,0.821086135
22795,,0.43107042
20249,,0.608725144
13854,,0.263642908
15936,,0.298029459
24083,,0.797180323
18836,,7.65E-08
18570,,0.286433072
17384,,0.303609361
22672,,1.35E-08
9730,,0.616871068
3393,,0.255205803
20106,,0.625411356
9258,,0.788664133
23865,,1.39E-08
7286,,0.792960164
21985,,0.230958259
2711,,1.68E-07
15319,,0.824145725
11776,,0.811938663
19563,,0.66623277
11364,,0.509924793
7921,,0.644250094
24288,,0.684726219
22676,,0.770889592
14650,,0.70328411
13716,,2.07E-08
16663,,0.23101507
23789,,0.222990175
23904,,0.767058021
24199,,0.810230197
18322,,0.608753974
23876,,0.655424401
18685,,0.515854725
10788,,0.752360754
11314,,0.381534381
10982,,0.620954998
5341,,0.284726698
19136,,0.74803246
13511,,0.75276328
15520,,0.237446824
5176,,0.567250177
6765,,0.682143545
7622,,1.92E-07
20256,,0.561051634
10512,,0.822852682
18035,,8.94E-08
17915,,0.771776166
10082,,0.615459772
17007,,0.722420136
17646,,0.801290336
15092,,0.241032973
8716,,0.691966745
18387,,0.413873309
3105,,0.418300527
16580,,0.231479666
15778,,0.464123197
12418,,0.69444828
3472,,0.60885466
7073,,0.77661946
12029,,0.743077117
12834,,0.6154875
4089,,0.397556326
3236,,0.785040132
17784,,0.625818699
21368,,0.660561869
17298,,0.449696417
15071,,0.619568568
20792,,0.666265536
12108,,0.808422532
14059,,0.662274801
6884,,0.578228324
8035,,0.403965784
11935,,0.740610046
6545,,0.689842871
6725,,0.728557816
12830,,0.590198913
20720,,0.748889755
9957,,0.626044419
7484,,0.752986936
3936,,0.324342669
14140,,0.60655641
13238,,0.664848252
22894,,0.610236355
14787,,0.746824249
21622,,0.550345723
14528,,0.742340504
2818,,0.412421886
11406,,0.286944106
17830,,0.683882701
18837,,0.793066123
9997,,0.386960929
19543,,0.808786571
2069,,0.787340845
23430,,0.424812134
8848,,0.265875575
16331,,0.776209301
4361,,0.73706146
14786,,0.768678795
20707,,0.408638875
14856,,0.615897821
11666,,0.626637255
16055,,1.75E-07
22595,,0.264387201
9536,,0.835602878
16879,,0.574479961
11112,,0.616150646
4039,,0.432593957
10449,,0.248602088
17441,,0.582828159
21122,,0.620476007
7888,,0.243347947
3577,,0.600915882
5478,,0.436459619
7657,,0.738226346
2695,,0.749178147
5618,,0.430071937
11187,,0.813546535
2719,,0.685759803
6421,,3.86E-08
2199,,0.838236703
13143,,0.802683653
20601,,0.228340347
11802,,0.698987764
18485,,0.235691994
22895,,0.685178742
21101,,0.401720949
15267,,0.419300442
7396,,2.21E-07
18214,,0.853618266
23828,,1.62E-07
6521,,0.671786879
18308,,0.750842387
9779,,0.601337795
18732,,6.97E-08
18383,,0.568910627
8607,,0.703310051
19367,,0.749407655
16067,,0.825543032
21107,,0.563097461
18428,,0.277960833
22680,,0.572694095
13343,,0.681123241
5562,,0.225423278
5804,,0.615652492
11143,,0.83263115
10554,,1.79E-07
12782,,0.79141007
8421,,0.627176993
11327,,0.687106168
2310,,0.790333118
15975,,0.36055564
17859,,7.17E-08
7436,,0.699030571
13555,,0.687051139
6009,,0.246411471
21325,,0.417199384
2084,,0.776210708
4452,,0.751266635
11430,,0.704064144
10765,,0.579983658
15629,,0.722585495
11964,,0.261318096
23725,,1.57E-07
8561,,0.669979158
9172,,0.249149132
2421,,0.707532537
19063,,0.768100763
23309,,0.754877741
7175,,0.720891798
8793,,0.628632503
14503,,0.41022544
7640,,8.20E-08
15944,,0.64692894
12332,,0.386822787
2200,,0.597789644
16626,,0.773616986
7245,,0.757616392
20874,,0.79968555
11836,,0.422235701
17159,,1.62E-08
5561,,0.212074787
10390,,0.743843434
12801,,0.774207108
17480,,0.755074628
21804,,0.310662624
21500,,0.75236831
13678,,2.03E-08
9840,,0.685922555
4388,,0.425998942
19129,,0.287408377
5731,,0.739612754
15251,,0.580521007
14513,,0.562937273
10721,,0.402363048
3050,,0.779676865
13781,,0.616280773
4302,,0.65327008
15644,,0.687943572
20011,,0.296641102
8486,,0.808782145
12017,,0.233830407
15184,,0.4081231
17034,,0.63392033
6955,,0.318155932
14804,,0.767663682
7994,,0.788859029
4645,,0.636203994
8560,,0.701827324
23044,,0.623556823
11106,,0.592452748
17042,,0.605888641
3098,,0.699030571
4141,,0.782525426
18539,,0.778126719
23337,,0.407283788
16428,,0.421628346
2904,,0.824206974
16447,,0.724084493
13259,,0.308619424
23553,,0.777222341
4375,,0.399966276
23336,,0.474731403
20794,,0.869191446
3927,,0.271449633
13733,,0.612174837
3587,,0.770467653
3152,,0.617878341
24376,,0.57517517
16844,,0.791811512
8046,,0.28675319
8426,,0.635060051
19626,,1.66E-08
2704,,0.474436289
15667,,0.520834442
20234,,0.801290336
15296,,0.797260922
9210,,0.774207778
18830,,0.460828018
2604,,0.761322288
5329,,0.650089275
23949,,0.673616121
15797,,0.451241889
8526,,0.616890027
13250,,0.582539985
11717,,0.671756355
2501,,0.397491226
7340,,0.238795882
18221,,0.645569146
16778,,0.640073969
3918,,0.315747519
9405,,0.784179966
5788,,0.562500868
5094,,0.43518307
5644,,0.663531624
22780,,0.394605973
19658,,0.796393475
12255,,0.598298914
14402,,0.485443874
14349,,0.720442806
18541,,0.330843446
20623,,1.40E-08
6844,,0.377998902
5723,,0.642246626
11788,,0.791732953
6627,,0.699171639
20909,,1.70E-08
14809,,0.792563625
18575,,0.72020565
22150,,0.441111838
16809,,0.574713035
19312,,0.562186166
8307,,0.826334697
17291,,0.67893466
19693,,0.48854671
3732,,0.660560407
3929,,4.75E-08
8880,,0.671227076
7227,,0.796554689
9968,,0.601751838
7934,,0.227295744
22719,,0.298006267
22066,,0.60409962
14275,,0.314056026
20269,,9.13E-08
13724,,0.823440187
13939,,0.416534244
18856,,0.277791873
9659,,0.310654305
17169,,1.74E-07
5416,,1.99E-07
17475,,0.774484986
20951,,0.640073969
7302,,0.75576549
15998,,0.577183621
15772,,0.281472537
4351,,0.692335654
23973,,0.603474136
4156,,0.65248641
14475,,0.80473364
19286,,0.230816557
5496,,0.582985333
16545,,0.620432759
11648,,0.811216327
11868,,0.803007355
4881,,0.783381232
15826,,0.642322371
11159,,0.667539998
22652,,0.397746977
19724,,1.96E-07
22859,,0.792476173
16940,,0.755928288
20322,,0.815827372
4003,,0.31095875
5964,,0.791856302
13908,,0.437337897
15448,,0.225873555
21034,,0.709814358
8752,,0.290580529
21756,,0.607875258
2450,,0.815359496
22630,,0.61130271
22388,,0.639756459
8375,,0.442111541
21049,,0.623852991
16236,,0.408837573
21903,,0.646395492
7655,,0.773362872
11344,,3.64E-08
23105,,0.643802121
15076,,0.611962549
7270,,0.487313985
12394,,0.766464399
7529,,0.816501433
22585,,0.680009773
3800,,0.714749467
23995,,0.746834814
16258,,0.635124728
16105,,0.754918141
12746,,0.626888462
23310,,0.835209992
4575,,0.793827438
22111,,0.603937506
16383,,0.650609526
23228,,0.608916098
11058,,0.269485179
2229,,0.790573357
23160,,0.81019626
2201,,0.66639831
21175,,0.769631566
10842,,0.340099935
6838,,0.429950784
24055,,0.770100624
23769,,0.76705278
18248,,0.606318727
23006,,0.798924192
9770,,0.775751561
8237,,0.510606534
7237,,0.623358485
7738,,0.655349469
5635,,0.761197632
20843,,0.258346344
16391,,0.606481251
19568,,0.689706923
6093,,0.256648939
4002,,0.254091235
6787,,0.590198913
7084,,0.790956087
19169,,0.241705317
9663,,0.466485401
12329,,0.51845424
4173,,7.22E-08
8418,,0.581902587
4930,,0.297537915
19318,,0.402986089
20346,,0.443704871
12302,,0.633784349
16170,,0.671229592
7459,,0.608094097
12575,,0.693414353
18122,,0.693327839
4755,,0.296606632
8396,,0.742699432
9077,,0.797594369
14009,,0.674331368
7897,,0.699236436
6150,,0.833663304
6609,,0.256393544
2291,,0.652906156
15546,,1.89E-07
10180,,0.602303437
16711,,0.762680866
6612,,0.794888396
7652,,0.671026023
13473,,0.837683561
3385,,0.451335131
11194,,0.27266743
18478,,0.278150971
9186,,0.825257026
13879,,0.674130317
7462,,0.270168199
2629,,0.723573164
17485,,3.14E-08
20554,,0.784554937
13041,,3.34E-08
21540,,0.633642524
4872,,0.455425455
13228,,0.794739516
22607,,0.646608673
2997,,0.252312458
19815,,0.774587665
9286,,0.691861737
16899,,0.615161627
18738,,0.81747631
18151,,0.649539101
19415,,0.600148131
13001,,0.701698178
22925,,0.75095373
8028,,0.637866621
2358,,1.70E-07
20238,,0.698370088
4501,,0.586668489
21143,,0.605950767
2161,,0.820492591
2182,,0.821310712
19842,,0.723340471
19254,,0.210431089
6386,,0.722923777
7649,,0.635392132
10537,,0.236677413
6049,,8.75E-08
19912,,0.616306216
6355,,0.829532142
20538,,0.581780277
21413,,0.276361207
14779,,0.698444547
7870,,0.647460345
2727,,0.759473887
13503,,0.248999819
15243,,0.290989719
9695,,0.613579182
8173,,0.68546505
15012,,0.374752674
21625,,0.638645504
17371,,0.815718582
13524,,0.423178626
22579,,0.637153499
16706,,0.798132566
14666,,0.713567764
15498,,0.587167918
